Tamanho_N,Algoritmo,Repeticao,No_Fonte,Tempo_s,CO2_Emissoes_kg
50000,Dijkstra Clássico (V^2),6,33690,90.05988502502441,0.00036261729446033256
50000,Dijkstra Min-Heap ((V+E)logV),6,33690,0.4170053005218506,1.6305445843263248e-06
50000,NetworkX (Referência),6,33690,20.131444215774536,7.855674884784216e-05
50000,Dijkstra Clássico (V^2),6,33451,88.7861442565918,0.0003464566086456706
50000,Dijkstra Min-Heap ((V+E)logV),6,33451,0.4227569103240967,1.6532408192602308e-06
50000,NetworkX (Referência),6,33451,19.848493099212646,7.746790580786363e-05
50000,Dijkstra Clássico (V^2),7,4101,237.06982421875,0.0009250656604997767
50000,Dijkstra Min-Heap ((V+E)logV),7,4101,2.2519943714141846,8.792424432574783e-06
50000,NetworkX (Referência),7,4101,19.41772747039795,7.578616285476691e-05
50000,Dijkstra Clássico (V^2),7,37870,64.54564380645752,0.000251850551574422
50000,Dijkstra Min-Heap ((V+E)logV),7,37870,0.2662160396575928,1.0422943243033129e-06
50000,NetworkX (Referência),7,37870,18.42826557159424,7.190947526345882e-05
50000,Dijkstra Clássico (V^2),7,22947,144.1322808265686,0.0005624304562741664
50000,Dijkstra Min-Heap ((V+E)logV),7,22947,0.7700202465057373,3.0090473721464505e-06
50000,NetworkX (Referência),7,22947,19.11892342567444,7.460140071739335e-05
50000,Dijkstra Clássico (V^2),7,45012,24.035717248916626,9.380948516918665e-05
50000,Dijkstra Min-Heap ((V+E)logV),7,45012,0.1954057216644287,7.657960309063467e-07
50000,NetworkX (Referência),7,45012,19.17076539993286,7.480416677111639e-05
50000,Dijkstra Clássico (V^2),7,17469,171.98161005973816,0.0006711224544172948
50000,Dijkstra Min-Heap ((V+E)logV),7,17469,1.3942534923553467,5.444266068871687e-06
50000,NetworkX (Referência),7,17469,18.7511990070343,7.316974785767164e-05
50000,Dijkstra Clássico (V^2),8,47505,11.179136037826538,4.3633843325834676e-05
50000,Dijkstra Min-Heap ((V+E)logV),8,47505,0.0765085220336914,3.019385193282556e-07
50000,NetworkX (Referência),8,47505,19.713971853256226,7.694261487169402e-05
50000,Dijkstra Clássico (V^2),8,35300,76.40025067329407,0.00029812164036333065
50000,Dijkstra Min-Heap ((V+E)logV),8,35300,0.5479855537414551,2.14186003612244e-06
50000,NetworkX (Referência),8,35300,18.46415400505066,7.204594958258798e-05
50000,Dijkstra Clássico (V^2),8,9471,208.00441002845764,0.0008116566909385745
50000,Dijkstra Min-Heap ((V+E)logV),8,9471,1.845456838607788,7.2058694833703875e-06
50000,NetworkX (Referência),8,9471,19.089067220687866,7.449112399668876e-05
50000,Dijkstra Clássico (V^2),8,41499,44.38796877861023,0.0001732136458461216
50000,Dijkstra Min-Heap ((V+E)logV),8,41499,0.22812271118164062,8.96356714324713e-07
50000,NetworkX (Referência),8,41499,19.895264625549316,7.76463493072686e-05
50000,Dijkstra Clássico (V^2),8,27576,126.09270095825195,0.0004920814963729503
50000,Dijkstra Min-Heap ((V+E)logV),8,27576,0.5851683616638184,2.2881195189853314e-06
50000,NetworkX (Referência),8,27576,20.036796808242798,7.819717678672064e-05
50000,Dijkstra Clássico (V^2),9,3051,250.07423329353333,0.0009758514753677758
50000,Dijkstra Min-Heap ((V+E)logV),9,3051,2.468637466430664,9.638390651995935e-06
50000,NetworkX (Referência),9,3051,22.45442295074463,8.763861321563386e-05
50000,Dijkstra Clássico (V^2),9,48705,5.331560134887695,2.0811225819354607e-05
50000,Dijkstra Min-Heap ((V+E)logV),9,48705,0.11574602127075195,4.547217010303454e-07
50000,NetworkX (Referência),9,48705,20.630096912384033,8.051082086862939e-05
50000,Dijkstra Clássico (V^2),9,35840,80.62131476402283,0.000314647742461654
50000,Dijkstra Min-Heap ((V+E)logV),9,35840,0.36042094230651855,1.410114547318e-06
50000,NetworkX (Referência),9,35840,21.649704694747925,8.449851873757144e-05
50000,Dijkstra Clássico (V^2),9,20759,166.0980360507965,0.000648168967658319
50000,Dijkstra Min-Heap ((V+E)logV),9,20759,1.0323493480682373,4.03323876345815e-06
50000,NetworkX (Referência),9,20759,21.453899383544922,8.372245287298778e-05
50000,Dijkstra Clássico (V^2),9,48084,6.930968761444092,2.70536796621966e-05
50000,Dijkstra Min-Heap ((V+E)logV),9,48084,0.19652295112609863,7.704440701007856e-07
50000,NetworkX (Referência),9,48084,20.12992000579834,7.855800100490035e-05
50000,Dijkstra Clássico (V^2),10,36871,69.7965989112854,0.00027238267494949456
50000,Dijkstra Min-Heap ((V+E)logV),10,36871,0.2918102741241455,1.1422654903040963e-06
50000,NetworkX (Referência),10,36871,19.555145740509033,7.630338660527167e-05
50000,Dijkstra Clássico (V^2),10,6723,213.80038595199585,0.00083430748213692
50000,Dijkstra Min-Heap ((V+E)logV),10,6723,1.6328339576721191,6.375387565659286e-06
50000,NetworkX (Referência),10,6723,17.835108280181885,6.960448694252796e-05
50000,Dijkstra Clássico (V^2),10,41327,42.78441762924194,0.00016694749881766708
50000,Dijkstra Min-Heap ((V+E)logV),10,41327,0.18609237670898438,7.294714106412907e-07
50000,NetworkX (Referência),10,41327,17.74107336997986,6.922369311080932e-05
50000,Dijkstra Clássico (V^2),10,2799,230.1754548549652,0.0008981964954727219
50000,Dijkstra Min-Heap ((V+E)logV),10,2799,2.335085153579712,9.116861162915938e-06
50000,NetworkX (Referência),10,2799,18.74092721939087,7.313610268149921e-05
50000,Dijkstra Clássico (V^2),10,1023,245.76942944526672,0.0009590184289361871
50000,Dijkstra Min-Heap ((V+E)logV),10,1023,2.4365687370300293,9.512316186973993e-06
50000,NetworkX (Referência),10,1023,19.176351308822632,7.483662643441962e-05
50000,Dijkstra Clássico (V^2),11,8840,204.95429158210754,0.0007997715522815747
50000,Dijkstra Min-Heap ((V+E)logV),11,8840,1.5513899326324463,6.057547016220291e-06
50000,NetworkX (Referência),11,8840,18.736768007278442,7.311349345623944e-05
50000,Dijkstra Clássico (V^2),11,17182,171.05036783218384,0.0006674729809651156
50000,Dijkstra Min-Heap ((V+E)logV),11,17182,1.0709798336029053,4.182687383778702e-06
50000,NetworkX (Referência),11,17182,18.76361894607544,7.321996454248504e-05
50000,Dijkstra Clássico (V^2),11,30715,102.5675642490387,0.0004002260017466773
50000,Dijkstra Min-Heap ((V+E)logV),11,30715,0.488051176071167,1.9077865840190657e-06
50000,NetworkX (Referência),11,30715,19.226444959640503,7.503995306554853e-05
50000,Dijkstra Clássico (V^2),11,42845,35.169371604919434,0.00013722752362369688
50000,Dijkstra Min-Heap ((V+E)logV),11,42845,0.2641112804412842,1.0332707254410354e-06
50000,NetworkX (Referência),11,42845,17.925057649612427,6.995222073220749e-05
50000,Dijkstra Clássico (V^2),11,5361,223.22144031524658,0.0008710514760760767
50000,Dijkstra Min-Heap ((V+E)logV),11,5361,3.8426241874694824,1.4999987796657706e-05
50000,NetworkX (Referência),11,5361,18.993187189102173,7.411409972064403e-05
50000,Dijkstra Clássico (V^2),12,3191,235.50569128990173,0.0009190608564687686
50000,Dijkstra Min-Heap ((V+E)logV),12,3191,3.1697487831115723,1.2373505606844945e-05
50000,NetworkX (Referência),12,3191,18.19773507118225,7.101339813012893e-05
50000,Dijkstra Clássico (V^2),12,39339,52.788649559020996,0.00020602620010348933
50000,Dijkstra Min-Heap ((V+E)logV),12,39339,0.24162030220031738,9.456620447579147e-07
50000,NetworkX (Referência),12,39339,20.085060119628906,7.837589973925693e-05
50000,Dijkstra Clássico (V^2),12,11090,193.326975107193,0.0007544197971201768
50000,Dijkstra Min-Heap ((V+E)logV),12,11090,1.4575390815734863,5.692035003225384e-06
50000,NetworkX (Referência),12,11090,18.22960376739502,7.1134130065899e-05
50000,Dijkstra Clássico (V^2),12,768,245.4357750415802,0.0009577499941651584
50000,Dijkstra Min-Heap ((V+E)logV),12,768,3.420081853866577,1.3350755917603383e-05
50000,NetworkX (Referência),12,768,17.88988947868347,6.981139947353362e-05
50000,Dijkstra Clássico (V^2),12,31846,94.36200308799744,0.0003682467045798636
50000,Dijkstra Min-Heap ((V+E)logV),12,31846,0.43230485916137695,1.6905404533780427e-06
50000,NetworkX (Referência),12,31846,18.588276624679565,7.254907433243211e-05
50000,Dijkstra Clássico (V^2),13,27676,117.74449944496155,0.00045946633205478174
50000,Dijkstra Min-Heap ((V+E)logV),13,27676,0.9124851226806641,3.565481003758487e-06
50000,NetworkX (Referência),13,27676,17.752200603485107,6.927055874018317e-05
50000,Dijkstra Clássico (V^2),13,19750,154.67152786254883,0.0006035819458900598
50000,Dijkstra Min-Heap ((V+E)logV),13,19750,1.5034117698669434,5.870707375946494e-06
50000,NetworkX (Referência),13,19750,18.0410258769989,7.039481484755359e-05
50000,Dijkstra Clássico (V^2),13,42383,37.728432416915894,0.00014722675300475225
50000,Dijkstra Min-Heap ((V+E)logV),13,42383,0.1759035587310791,6.896313391871877e-07
50000,NetworkX (Referência),13,42383,19.399961233139038,7.571694737714885e-05
50000,Dijkstra Clássico (V^2),13,16496,167.70666193962097,0.0006544003453965532
50000,Dijkstra Min-Heap ((V+E)logV),13,16496,1.1004321575164795,4.297606981923811e-06
50000,NetworkX (Referência),13,16496,18.027727842330933,7.034618772032692e-05
50000,Dijkstra Clássico (V^2),13,14188,179.86302185058594,0.0007018486460806412
50000,Dijkstra Min-Heap ((V+E)logV),13,14188,2.0180702209472656,7.879450242173667e-06
50000,NetworkX (Referência),13,14188,17.119991779327393,6.680357974911244e-05
50000,Dijkstra Clássico (V^2),14,39639,50.54733943939209,0.000197248675878887
50000,Dijkstra Min-Heap ((V+E)logV),14,39639,0.2250666618347168,8.815732042394937e-07
50000,NetworkX (Referência),14,39639,17.598575592041016,6.866808813095269e-05
50000,Dijkstra Clássico (V^2),14,20423,146.59299063682556,0.0005720264446403883
50000,Dijkstra Min-Heap ((V+E)logV),14,20423,1.0532536506652832,4.114017694461397e-06
50000,NetworkX (Referência),14,20423,17.87613821029663,6.975746400780827e-05
50000,Dijkstra Clássico (V^2),14,46757,14.154367446899414,5.5245526730527e-05
50000,Dijkstra Min-Heap ((V+E)logV),14,46757,0.0837697982788086,3.2979781713905435e-07
50000,NetworkX (Referência),14,46757,19.565818309783936,7.634947794546159e-05
50000,Dijkstra Clássico (V^2),14,38899,55.219993591308594,0.00021547002853059303
50000,Dijkstra Min-Heap ((V+E)logV),14,38899,0.2388148307800293,9.350493781918543e-07
50000,NetworkX (Referência),14,38899,17.501392602920532,6.82923602524838e-05
50000,Dijkstra Clássico (V^2),14,17449,158.96265816688538,0.0006202903768723072
50000,Dijkstra Min-Heap ((V+E)logV),14,17449,1.6373732089996338,6.393811438203702e-06
50000,NetworkX (Referência),14,17449,17.515587329864502,6.83473409361818e-05
